  0%|          | 0/100 [00:00<?, ?it/s]
Epoch 12, avg running_loss: 0.07525124400854111
Epoch 12, avg running_loss: 0.08017893880605698
Epoch 12, avg running_loss: 0.07848656177520752
Epoch 12, avg running_loss: 0.07865813374519348
Epoch 12, avg running_loss: 0.07018346339464188
Epoch 12, avg running_loss: 0.07462885230779648
Epoch 12, avg running_loss: 0.07119161635637283
Epoch 12, avg running_loss: 0.07356162369251251
Epoch 12, avg running_loss: 0.07250603288412094
Epoch 12, avg running_loss: 0.07280336320400238
Epoch 12, avg running_loss: 0.07479477673768997
Epoch 12, avg running_loss: 0.06925363093614578
Epoch 12, avg running_loss: 0.06791932135820389
Epoch 12, avg running_loss: 0.06906061619520187
Epoch 12, avg running_loss: 0.0737806186079979
Epoch 12, avg running_loss: 0.07120009511709213
Epoch 12, avg running_loss: 0.07938378304243088
Epoch 12, avg running_loss: 0.0756109356880188
Epoch 12, avg running_loss: 0.07707639783620834
Epoch 12, avg running_loss: 0.07851194590330124
Training loss for 12:61.4954719543457
 12%|█▏        | 12/100 [1:40:46<12:21:53, 505.84s/it]
Training for Epoch 13 starting:
Epoch 13, avg running_loss: 0.06876210123300552
Epoch 13, avg running_loss: 0.07102415710687637
Epoch 13, avg running_loss: 0.07524260133504868
Epoch 13, avg running_loss: 0.07187923043966293
Epoch 13, avg running_loss: 0.07310754805803299
Epoch 13, avg running_loss: 0.07614932209253311
Epoch 13, avg running_loss: 0.06893005222082138
Epoch 13, avg running_loss: 0.07364283502101898
Epoch 13, avg running_loss: 0.07490915805101395
Epoch 13, avg running_loss: 0.07565221935510635
Epoch 13, avg running_loss: 0.07767388224601746
Epoch 13, avg running_loss: 0.07257705926895142
Epoch 13, avg running_loss: 0.0729302167892456
Epoch 13, avg running_loss: 0.06869389861822128
Epoch 13, avg running_loss: 0.08005411922931671
Epoch 13, avg running_loss: 0.07148438692092896
Epoch 13, avg running_loss: 0.07307534664869308
Epoch 13, avg running_loss: 0.07193063199520111
Epoch 13, avg running_loss: 0.0671980157494545
Epoch 13, avg running_loss: 0.06622520834207535
Epoch 13, avg running_loss: 0.06636802852153778
Epoch 13, avg running_loss: 0.07742840051651001
Epoch 13, avg running_loss: 0.06784193962812424
Epoch 13, avg running_loss: 0.06872858852148056
Epoch 13, avg running_loss: 0.07319491356611252
Epoch 13, avg running_loss: 0.07041104882955551
Epoch 13, avg running_loss: 0.07138240337371826
Epoch 13, avg running_loss: 0.07060699909925461
Epoch 13, avg running_loss: 0.07276707887649536
Epoch 13, avg running_loss: 0.07275398820638657
Epoch 13, avg running_loss: 0.06813806295394897
Epoch 13, avg running_loss: 0.0665101632475853
Epoch 13, avg running_loss: 0.06803839653730392
Epoch 13, avg running_loss: 0.06697254627943039
Epoch 13, avg running_loss: 0.06692972034215927
Epoch 13, avg running_loss: 0.06654798239469528
Epoch 13, avg running_loss: 0.06966335326433182
Epoch 13, avg running_loss: 0.06881730258464813
Epoch 13, avg running_loss: 0.07398528605699539
Epoch 13, avg running_loss: 0.0683976337313652
Epoch 13, avg running_loss: 0.0655181035399437
Epoch 13, avg running_loss: 0.07822778075933456
Epoch 13, avg running_loss: 0.07020033150911331
Epoch 13, avg running_loss: 0.07704804092645645
Epoch 13, avg running_loss: 0.07375174760818481
Epoch 13, avg running_loss: 0.07495080679655075
Epoch 13, avg running_loss: 0.07716739177703857
Epoch 13, avg running_loss: 0.07056700438261032
Epoch 13, avg running_loss: 0.06509696692228317
Epoch 13, avg running_loss: 0.06815149635076523
Epoch 13, avg running_loss: 0.06657546013593674
Epoch 13, avg running_loss: 0.0674215704202652
Epoch 13, avg running_loss: 0.07427734136581421
Epoch 13, avg running_loss: 0.07034524530172348
Epoch 13, avg running_loss: 0.07066511362791061
Epoch 13, avg running_loss: 0.07216714322566986
Epoch 13, avg running_loss: 0.08280706405639648
Epoch 13, avg running_loss: 0.09689497202634811
Epoch 13, avg running_loss: 0.09990072250366211
Epoch 13, avg running_loss: 0.10346385091543198
Epoch 13, avg running_loss: 0.09712990373373032
Epoch 13, avg running_loss: 0.09250748157501221
Epoch 13, avg running_loss: 0.10905670374631882
Epoch 13, avg running_loss: 0.08951971679925919
Epoch 13, avg running_loss: 0.08447622507810593
Epoch 13, avg running_loss: 0.08630373328924179
Epoch 13, avg running_loss: 0.07538273930549622
Epoch 13, avg running_loss: 0.0821545347571373
Epoch 13, avg running_loss: 0.09080589562654495
Epoch 13, avg running_loss: 0.0847344920039177
Epoch 13, avg running_loss: 0.07694939523935318
Epoch 13, avg running_loss: 0.07379895448684692
Epoch 13, avg running_loss: 0.078898124396801
Epoch 13, avg running_loss: 0.08218744397163391
Epoch 13, avg running_loss: 0.07130831480026245
Epoch 13, avg running_loss: 0.07500045001506805
Epoch 13, avg running_loss: 0.07014892250299454
Epoch 13, avg running_loss: 0.0739712342619896
Epoch 13, avg running_loss: 0.0685761570930481
Epoch 13, avg running_loss: 0.06672775000333786
Training loss for 13:60.014583587646484
 13%|█▎        | 13/100 [1:49:10<12:12:27, 505.14s/it]
Training for Epoch 14 starting:
Epoch 14, avg running_loss: 0.0687992200255394
Epoch 14, avg running_loss: 0.06684808433055878
Epoch 14, avg running_loss: 0.06750524044036865
Epoch 14, avg running_loss: 0.06518831104040146
Epoch 14, avg running_loss: 0.06517866998910904
Epoch 14, avg running_loss: 0.0641331598162651
Epoch 14, avg running_loss: 0.07138154655694962
Epoch 14, avg running_loss: 0.06917650252580643
Epoch 14, avg running_loss: 0.06369564682245255
Epoch 14, avg running_loss: 0.06331605464220047
Epoch 14, avg running_loss: 0.06488077342510223
Epoch 14, avg running_loss: 0.06366856396198273
Epoch 14, avg running_loss: 0.06242712214589119
Epoch 14, avg running_loss: 0.06225908547639847
Epoch 14, avg running_loss: 0.06433748453855515
Epoch 14, avg running_loss: 0.06217160448431969
Epoch 14, avg running_loss: 0.06085565313696861
Epoch 14, avg running_loss: 0.06493353098630905
Epoch 14, avg running_loss: 0.06429492682218552
Epoch 14, avg running_loss: 0.06150847300887108
Epoch 14, avg running_loss: 0.07447700947523117
Epoch 14, avg running_loss: 0.061438631266355515
Epoch 14, avg running_loss: 0.06557182222604752
Epoch 14, avg running_loss: 0.06095718964934349
Epoch 14, avg running_loss: 0.06486199796199799
Epoch 14, avg running_loss: 0.06015920639038086
Epoch 14, avg running_loss: 0.06121871992945671
Epoch 14, avg running_loss: 0.05781419202685356
Epoch 14, avg running_loss: 0.06211305782198906
Epoch 14, avg running_loss: 0.06484349817037582
Epoch 14, avg running_loss: 0.061536647379398346
Epoch 14, avg running_loss: 0.06025343015789986
Epoch 14, avg running_loss: 0.06083514168858528
Epoch 14, avg running_loss: 0.05937489867210388
Epoch 14, avg running_loss: 0.06786274164915085
Epoch 14, avg running_loss: 0.0604378841817379
Epoch 14, avg running_loss: 0.06333542615175247
Epoch 14, avg running_loss: 0.06082557514309883
Epoch 14, avg running_loss: 0.06478305160999298
Epoch 14, avg running_loss: 0.06385423988103867
Epoch 14, avg running_loss: 0.061558276414871216
Epoch 14, avg running_loss: 0.06315463036298752
Epoch 14, avg running_loss: 0.060028787702322006
Epoch 14, avg running_loss: 0.06380899995565414
Epoch 14, avg running_loss: 0.059426199644804
Epoch 14, avg running_loss: 0.06197493150830269
Epoch 14, avg running_loss: 0.05963597446680069
Epoch 14, avg running_loss: 0.06612875312566757
Epoch 14, avg running_loss: 0.06021742895245552
Epoch 14, avg running_loss: 0.05963847041130066
Epoch 14, avg running_loss: 0.06079639866948128
Epoch 14, avg running_loss: 0.05485758185386658
Epoch 14, avg running_loss: 0.056481730192899704
Epoch 14, avg running_loss: 0.061947740614414215
Epoch 14, avg running_loss: 0.0617191381752491
Epoch 14, avg running_loss: 0.059767305850982666
Epoch 14, avg running_loss: 0.06651883572340012
Epoch 14, avg running_loss: 0.06462690234184265
Epoch 14, avg running_loss: 0.0639047846198082
Epoch 14, avg running_loss: 0.05964600667357445
Epoch 14, avg running_loss: 0.06149957329034805
Epoch 14, avg running_loss: 0.061355721205472946
Epoch 14, avg running_loss: 0.05990035459399223
Epoch 14, avg running_loss: 0.05646173283457756
Epoch 14, avg running_loss: 0.06099436432123184
Epoch 14, avg running_loss: 0.056400712579488754
Epoch 14, avg running_loss: 0.059669192880392075
Epoch 14, avg running_loss: 0.06310246884822845
Epoch 14, avg running_loss: 0.06270695477724075
Epoch 14, avg running_loss: 0.06547148525714874
Epoch 14, avg running_loss: 0.06582518666982651
Epoch 14, avg running_loss: 0.06396463513374329
Epoch 14, avg running_loss: 0.061517685651779175
Epoch 14, avg running_loss: 0.06694206595420837
Epoch 14, avg running_loss: 0.06344910711050034
Epoch 14, avg running_loss: 0.06807616353034973
Epoch 14, avg running_loss: 0.06133461743593216
Epoch 14, avg running_loss: 0.06198141723871231
Epoch 14, avg running_loss: 0.056590642780065536
Epoch 14, avg running_loss: 0.06123906001448631
Training loss for 14:50.174373626708984
 14%|█▍        | 14/100 [1:57:23<11:58:41, 501.42s/it]
Training for Epoch 15 starting:
Epoch 15, avg running_loss: 0.06535382568836212
Epoch 15, avg running_loss: 0.05893174931406975
Epoch 15, avg running_loss: 0.06054933741688728
Epoch 15, avg running_loss: 0.061845894902944565
Epoch 15, avg running_loss: 0.06049899384379387
Epoch 15, avg running_loss: 0.06545177102088928
Epoch 15, avg running_loss: 0.06799192726612091
Epoch 15, avg running_loss: 0.06572086364030838
Epoch 15, avg running_loss: 0.06645845621824265
Epoch 15, avg running_loss: 0.06294696778059006
Epoch 15, avg running_loss: 0.06357666105031967
Epoch 15, avg running_loss: 0.06294827908277512
Epoch 15, avg running_loss: 0.0676426813006401
Epoch 15, avg running_loss: 0.062043197453022
Epoch 15, avg running_loss: 0.06553027033805847
Epoch 15, avg running_loss: 0.0651497170329094
Epoch 15, avg running_loss: 0.06207834556698799
Epoch 15, avg running_loss: 0.05893756076693535
Epoch 15, avg running_loss: 0.0615062490105629
Epoch 15, avg running_loss: 0.06360252946615219
Epoch 15, avg running_loss: 0.06068715453147888
Epoch 15, avg running_loss: 0.06644471734762192
Epoch 15, avg running_loss: 0.05653786659240723
Epoch 15, avg running_loss: 0.059924013912677765
Epoch 15, avg running_loss: 0.0599750280380249
Epoch 15, avg running_loss: 0.05735330656170845
Epoch 15, avg running_loss: 0.05832724645733833
Epoch 15, avg running_loss: 0.05877683684229851
Epoch 15, avg running_loss: 0.05798933655023575
Epoch 15, avg running_loss: 0.056275028735399246
Epoch 15, avg running_loss: 0.05880085378885269
Epoch 15, avg running_loss: 0.0558207631111145
Epoch 15, avg running_loss: 0.0663098618388176
Epoch 15, avg running_loss: 0.07429321855306625
Epoch 15, avg running_loss: 0.0850178673863411
Epoch 15, avg running_loss: 0.08267232030630112
Epoch 15, avg running_loss: 0.09009306877851486
Epoch 15, avg running_loss: 0.0848822146654129
Epoch 15, avg running_loss: 0.07899344712495804
Epoch 15, avg running_loss: 0.07673497498035431
Epoch 15, avg running_loss: 0.07498086243867874
Epoch 15, avg running_loss: 0.07510007172822952
Epoch 15, avg running_loss: 0.06476853787899017
Epoch 15, avg running_loss: 0.06409912556409836
Epoch 15, avg running_loss: 0.0668824166059494
Epoch 15, avg running_loss: 0.06423148512840271
Epoch 15, avg running_loss: 0.06400173902511597
Epoch 15, avg running_loss: 0.07119011878967285
Epoch 15, avg running_loss: 0.06434217840433121
Epoch 15, avg running_loss: 0.06655342131853104
Epoch 15, avg running_loss: 0.06600692123174667
Epoch 15, avg running_loss: 0.06688723713159561
Epoch 15, avg running_loss: 0.059387531131505966
Epoch 15, avg running_loss: 0.06451834738254547
Epoch 15, avg running_loss: 0.060863494873046875
Epoch 15, avg running_loss: 0.05943092703819275
Epoch 15, avg running_loss: 0.05488477274775505
Epoch 15, avg running_loss: 0.05888701230287552
Epoch 15, avg running_loss: 0.056474484503269196
Epoch 15, avg running_loss: 0.058672159910202026
Epoch 15, avg running_loss: 0.05480227619409561
Epoch 15, avg running_loss: 0.061025042086839676
Epoch 15, avg running_loss: 0.05655026063323021
Epoch 15, avg running_loss: 0.05498472601175308
Epoch 15, avg running_loss: 0.05622076988220215
Epoch 15, avg running_loss: 0.055779434740543365
Epoch 15, avg running_loss: 0.056648511439561844
Epoch 15, avg running_loss: 0.05604885146021843
Epoch 15, avg running_loss: 0.05468633398413658
Epoch 15, avg running_loss: 0.054254818707704544
Epoch 15, avg running_loss: 0.05834635719656944
Epoch 15, avg running_loss: 0.058585744351148605
Epoch 15, avg running_loss: 0.058927394449710846
Epoch 15, avg running_loss: 0.05003724247217178
Epoch 15, avg running_loss: 0.05614391714334488
Epoch 15, avg running_loss: 0.05519135668873787
Epoch 15, avg running_loss: 0.051856715232133865
Epoch 15, avg running_loss: 0.053203463554382324
Epoch 15, avg running_loss: 0.049361445009708405
Epoch 15, avg running_loss: 0.05776510387659073
Training loss for 15:50.072601318359375
 15%|█▌        | 15/100 [2:05:09<11:35:36, 491.02s/it]
Training for Epoch 16 starting:
Epoch 16, avg running_loss: 0.05723533779382706
Epoch 16, avg running_loss: 0.05397629737854004
Epoch 16, avg running_loss: 0.05992717295885086
Epoch 16, avg running_loss: 0.056068431586027145
Epoch 16, avg running_loss: 0.05303632840514183
Epoch 16, avg running_loss: 0.05482431873679161
Epoch 16, avg running_loss: 0.053057439625263214
Epoch 16, avg running_loss: 0.05256383493542671
Epoch 16, avg running_loss: 0.054045725613832474
Epoch 16, avg running_loss: 0.052662190049886703
Epoch 16, avg running_loss: 0.04927824065089226
Epoch 16, avg running_loss: 0.05403800681233406
Epoch 16, avg running_loss: 0.04802292212843895
Epoch 16, avg running_loss: 0.055649347603321075
Epoch 16, avg running_loss: 0.05206847935914993
Epoch 16, avg running_loss: 0.05095738172531128
Epoch 16, avg running_loss: 0.050006236881017685
Epoch 16, avg running_loss: 0.05466079339385033
Epoch 16, avg running_loss: 0.0523255355656147
Epoch 16, avg running_loss: 0.05384029075503349
Epoch 16, avg running_loss: 0.05290396884083748
Epoch 16, avg running_loss: 0.054193925112485886
Epoch 16, avg running_loss: 0.05241153761744499
Epoch 16, avg running_loss: 0.05079150199890137
Epoch 16, avg running_loss: 0.054171185940504074
Epoch 16, avg running_loss: 0.05307258293032646
Epoch 16, avg running_loss: 0.0572507381439209
Epoch 16, avg running_loss: 0.0566653311252594
Epoch 16, avg running_loss: 0.05140966922044754
Epoch 16, avg running_loss: 0.04828200861811638
Epoch 16, avg running_loss: 0.05348440632224083
Epoch 16, avg running_loss: 0.05333429574966431
Epoch 16, avg running_loss: 0.05411485955119133
Epoch 16, avg running_loss: 0.05554727464914322
Epoch 16, avg running_loss: 0.050971128046512604
Epoch 16, avg running_loss: 0.04966806247830391
Epoch 16, avg running_loss: 0.04932078719139099
Epoch 16, avg running_loss: 0.05492764338850975
Epoch 16, avg running_loss: 0.049892958253622055
Epoch 16, avg running_loss: 0.05401768907904625
Epoch 16, avg running_loss: 0.055710989981889725
Epoch 16, avg running_loss: 0.05182967707514763
Epoch 16, avg running_loss: 0.04647768661379814
Epoch 16, avg running_loss: 0.051488399505615234
Epoch 16, avg running_loss: 0.04612429067492485
Epoch 16, avg running_loss: 0.05432650074362755
Epoch 16, avg running_loss: 0.048096831887960434
Epoch 16, avg running_loss: 0.04820677638053894
Epoch 16, avg running_loss: 0.049628209322690964
Epoch 16, avg running_loss: 0.04692224785685539
Epoch 16, avg running_loss: 0.06611571460962296
Epoch 16, avg running_loss: 0.06364957988262177
Epoch 16, avg running_loss: 0.064574234187603
Epoch 16, avg running_loss: 0.06350013613700867
Epoch 16, avg running_loss: 0.07764487713575363
Epoch 16, avg running_loss: 0.09003841131925583
Epoch 16, avg running_loss: 0.08422437310218811
Epoch 16, avg running_loss: 0.07533176988363266
Epoch 16, avg running_loss: 0.0762430876493454
Epoch 16, avg running_loss: 0.0794222503900528
Epoch 16, avg running_loss: 0.08308707177639008
Epoch 16, avg running_loss: 0.07860919088125229
Epoch 16, avg running_loss: 0.0699060708284378
Epoch 16, avg running_loss: 0.07592213898897171
Epoch 16, avg running_loss: 0.067483089864254
Epoch 16, avg running_loss: 0.06281397491693497
Epoch 16, avg running_loss: 0.0658719465136528
Epoch 16, avg running_loss: 0.06369753181934357
Epoch 16, avg running_loss: 0.05694921687245369
Epoch 16, avg running_loss: 0.05728848651051521
Epoch 16, avg running_loss: 0.05646338686347008
Epoch 16, avg running_loss: 0.05731600522994995
Epoch 16, avg running_loss: 0.053318481892347336
Epoch 16, avg running_loss: 0.05093926936388016
Epoch 16, avg running_loss: 0.05319402739405632
Epoch 16, avg running_loss: 0.05373190715909004
Epoch 16, avg running_loss: 0.05236990004777908
Epoch 16, avg running_loss: 0.0541386716067791
Epoch 16, avg running_loss: 0.05650431662797928
Epoch 16, avg running_loss: 0.05484544113278389
Training loss for 16:45.88682556152344
 16%|█▌        | 16/100 [2:12:56<11:17:13, 483.73s/it]
Training for Epoch 17 starting:
Epoch 17, avg running_loss: 0.05286320671439171
Epoch 17, avg running_loss: 0.05242197588086128
Epoch 17, avg running_loss: 0.05437199026346207
Epoch 17, avg running_loss: 0.04747499153017998
Epoch 17, avg running_loss: 0.05227799341082573
Epoch 17, avg running_loss: 0.05138925462961197
Epoch 17, avg running_loss: 0.051553815603256226
Epoch 17, avg running_loss: 0.05188622698187828
Epoch 17, avg running_loss: 0.0508316271007061
Epoch 17, avg running_loss: 0.050498705357313156
Epoch 17, avg running_loss: 0.044133417308330536
Epoch 17, avg running_loss: 0.04656139016151428
Epoch 17, avg running_loss: 0.04493533819913864
Epoch 17, avg running_loss: 0.05182329937815666
Epoch 17, avg running_loss: 0.048591237515211105
Epoch 17, avg running_loss: 0.05170309171080589
Epoch 17, avg running_loss: 0.045900240540504456
Epoch 17, avg running_loss: 0.04804692044854164
Epoch 17, avg running_loss: 0.04827019199728966
Epoch 17, avg running_loss: 0.04561300948262215
Epoch 17, avg running_loss: 0.04557575285434723
Epoch 17, avg running_loss: 0.048031337559223175
Epoch 17, avg running_loss: 0.04910466447472572
Epoch 17, avg running_loss: 0.04521500691771507
Epoch 17, avg running_loss: 0.049476392567157745
Epoch 17, avg running_loss: 0.0436578243970871
Epoch 17, avg running_loss: 0.04909059777855873
Epoch 17, avg running_loss: 0.047312259674072266
Epoch 17, avg running_loss: 0.047630615532398224
Epoch 17, avg running_loss: 0.04802835360169411
Epoch 17, avg running_loss: 0.04882354661822319
Epoch 17, avg running_loss: 0.047037385404109955
Epoch 17, avg running_loss: 0.04851244017481804
Epoch 17, avg running_loss: 0.05131518840789795
Epoch 17, avg running_loss: 0.05009327456355095
Epoch 17, avg running_loss: 0.04867629334330559
Epoch 17, avg running_loss: 0.04626552015542984
Epoch 17, avg running_loss: 0.048503048717975616
Epoch 17, avg running_loss: 0.043219324201345444
Epoch 17, avg running_loss: 0.047898069024086
Epoch 17, avg running_loss: 0.0462762825191021
Epoch 17, avg running_loss: 0.04921380802989006
Epoch 17, avg running_loss: 0.050501324236392975
Epoch 17, avg running_loss: 0.047578226774930954
Epoch 17, avg running_loss: 0.04956658557057381
Epoch 17, avg running_loss: 0.04281922057271004
Epoch 17, avg running_loss: 0.04949042573571205
Epoch 17, avg running_loss: 0.04576055333018303
Epoch 17, avg running_loss: 0.05017732456326485
Epoch 17, avg running_loss: 0.04523929953575134
Epoch 17, avg running_loss: 0.04351534694433212
Epoch 17, avg running_loss: 0.04694296047091484
Epoch 17, avg running_loss: 0.04449765011668205
Epoch 17, avg running_loss: 0.0441732220351696
Epoch 17, avg running_loss: 0.054465152323246
Epoch 17, avg running_loss: 0.04879245162010193
Epoch 17, avg running_loss: 0.04884776473045349
Epoch 17, avg running_loss: 0.04404590651392937
Epoch 17, avg running_loss: 0.04676351323723793
Epoch 17, avg running_loss: 0.043247003108263016
Epoch 17, avg running_loss: 0.049129657447338104
Epoch 17, avg running_loss: 0.048447176814079285
Epoch 17, avg running_loss: 0.045825786888599396
Epoch 17, avg running_loss: 0.045126982033252716
Epoch 17, avg running_loss: 0.04921896383166313
Epoch 17, avg running_loss: 0.05650430917739868
Epoch 17, avg running_loss: 0.049350470304489136
Epoch 17, avg running_loss: 0.05186423286795616
Epoch 17, avg running_loss: 0.05020046979188919
Epoch 17, avg running_loss: 0.05137237533926964
Epoch 17, avg running_loss: 0.05051473528146744
Epoch 17, avg running_loss: 0.046746160835027695
Epoch 17, avg running_loss: 0.0517481230199337
Epoch 17, avg running_loss: 0.05259169265627861
Epoch 17, avg running_loss: 0.04967799037694931
Epoch 17, avg running_loss: 0.04655495658516884
Epoch 17, avg running_loss: 0.05155671760439873
Epoch 17, avg running_loss: 0.05250301957130432
Epoch 17, avg running_loss: 0.04432561621069908
Epoch 17, avg running_loss: 0.04968288540840149
Training loss for 17:38.79469680786133
 17%|█▋        | 17/100 [2:20:43<11:02:00, 478.56s/it]
Training for Epoch 18 starting:
Epoch 18, avg running_loss: 0.04610956832766533
Epoch 18, avg running_loss: 0.04894856736063957
Epoch 18, avg running_loss: 0.046609289944171906
Epoch 18, avg running_loss: 0.04323532059788704
Epoch 18, avg running_loss: 0.04366940259933472
Epoch 18, avg running_loss: 0.04718618467450142
Epoch 18, avg running_loss: 0.04223112016916275
Epoch 18, avg running_loss: 0.04802451655268669
Epoch 18, avg running_loss: 0.04216288775205612
Epoch 18, avg running_loss: 0.04584386944770813
Epoch 18, avg running_loss: 0.04362830892205238
Epoch 18, avg running_loss: 0.04518749937415123
Epoch 18, avg running_loss: 0.046837057918310165
Epoch 18, avg running_loss: 0.0464932881295681
Epoch 18, avg running_loss: 0.046858251094818115
Epoch 18, avg running_loss: 0.04623400792479515
Epoch 18, avg running_loss: 0.04268200695514679
Epoch 18, avg running_loss: 0.03973767161369324
Epoch 18, avg running_loss: 0.042345013469457626
Epoch 18, avg running_loss: 0.04792758449912071
Epoch 18, avg running_loss: 0.0406167097389698
Epoch 18, avg running_loss: 0.04242585599422455
Epoch 18, avg running_loss: 0.046750929206609726
Epoch 18, avg running_loss: 0.04345710575580597
Epoch 18, avg running_loss: 0.042810358107089996
Epoch 18, avg running_loss: 0.04286102205514908
Epoch 18, avg running_loss: 0.04115525633096695
Epoch 18, avg running_loss: 0.041576024144887924
Epoch 18, avg running_loss: 0.04641670361161232
Epoch 18, avg running_loss: 0.041399817913770676
Epoch 18, avg running_loss: 0.04581105709075928
Epoch 18, avg running_loss: 0.04803848639130592
Epoch 18, avg running_loss: 0.057835228741168976
Epoch 18, avg running_loss: 0.04821370914578438
Epoch 18, avg running_loss: 0.047199856489896774
Epoch 18, avg running_loss: 0.043207958340644836
Epoch 18, avg running_loss: 0.05093000456690788
Epoch 18, avg running_loss: 0.04742453247308731
Epoch 18, avg running_loss: 0.046951472759246826
Epoch 18, avg running_loss: 0.043167706578969955
Epoch 18, avg running_loss: 0.05114435777068138
Epoch 18, avg running_loss: 0.047013942152261734
Epoch 18, avg running_loss: 0.04258739575743675
Epoch 18, avg running_loss: 0.0428110770881176
Epoch 18, avg running_loss: 0.04003606364130974
Epoch 18, avg running_loss: 0.046683989465236664
Epoch 18, avg running_loss: 0.04634686931967735
Epoch 18, avg running_loss: 0.0467684343457222
Epoch 18, avg running_loss: 0.046199943870306015
Epoch 18, avg running_loss: 0.04243867099285126
Epoch 18, avg running_loss: 0.045989956706762314
Epoch 18, avg running_loss: 0.044815223664045334
Epoch 18, avg running_loss: 0.04429103434085846
Epoch 18, avg running_loss: 0.04730062559247017
Epoch 18, avg running_loss: 0.04435975104570389
Epoch 18, avg running_loss: 0.042541664093732834
Epoch 18, avg running_loss: 0.04467584937810898
Epoch 18, avg running_loss: 0.044948454946279526
Epoch 18, avg running_loss: 0.04396491497755051
Epoch 18, avg running_loss: 0.04863182082772255
Epoch 18, avg running_loss: 0.04303321987390518
Epoch 18, avg running_loss: 0.04620237275958061
Epoch 18, avg running_loss: 0.04874289780855179
Epoch 18, avg running_loss: 0.045999884605407715
Epoch 18, avg running_loss: 0.047360002994537354
Epoch 18, avg running_loss: 0.04441235959529877
Epoch 18, avg running_loss: 0.04143720120191574
Epoch 18, avg running_loss: 0.04654458910226822
Epoch 18, avg running_loss: 0.04327719286084175
Epoch 18, avg running_loss: 0.042857054620981216
Epoch 18, avg running_loss: 0.04136001691222191
Epoch 18, avg running_loss: 0.04170829802751541
Epoch 18, avg running_loss: 0.055486567318439484
Epoch 18, avg running_loss: 0.06688570231199265
Epoch 18, avg running_loss: 0.06295453757047653
Epoch 18, avg running_loss: 0.06160585954785347
Epoch 18, avg running_loss: 0.060725998133420944
Epoch 18, avg running_loss: 0.0644233450293541
Epoch 18, avg running_loss: 0.08202405273914337
Epoch 18, avg running_loss: 0.0815364271402359
Training loss for 18:37.82329559326172
 18%|█▊        | 18/100 [2:28:29<10:48:58, 474.86s/it]
Training for Epoch 19 starting:
Epoch 19, avg running_loss: 0.08108732104301453
Epoch 19, avg running_loss: 0.07583358883857727
Epoch 19, avg running_loss: 0.06757843494415283
Epoch 19, avg running_loss: 0.06566722691059113
Epoch 19, avg running_loss: 0.07386092841625214
Epoch 19, avg running_loss: 0.07290094345808029
Epoch 19, avg running_loss: 0.06898090988397598
Epoch 19, avg running_loss: 0.07067429274320602
Epoch 19, avg running_loss: 0.07092959433794022
Epoch 19, avg running_loss: 0.06219794228672981
Epoch 19, avg running_loss: 0.05752377584576607
Epoch 19, avg running_loss: 0.05523265525698662
Epoch 19, avg running_loss: 0.047078415751457214
Epoch 19, avg running_loss: 0.05219968780875206
Epoch 19, avg running_loss: 0.05003119632601738
Epoch 19, avg running_loss: 0.05465657636523247
Epoch 19, avg running_loss: 0.04763028770685196
Epoch 19, avg running_loss: 0.04780249670147896
Epoch 19, avg running_loss: 0.048494260758161545
Epoch 19, avg running_loss: 0.04516645148396492
Epoch 19, avg running_loss: 0.04779106751084328
Epoch 19, avg running_loss: 0.04524446651339531
Epoch 19, avg running_loss: 0.03941500559449196
Epoch 19, avg running_loss: 0.04389336705207825
Epoch 19, avg running_loss: 0.04624289274215698
Epoch 19, avg running_loss: 0.04866427928209305
Epoch 19, avg running_loss: 0.04645439609885216
Epoch 19, avg running_loss: 0.04788277670741081
Epoch 19, avg running_loss: 0.04443599283695221
Epoch 19, avg running_loss: 0.04580136388540268
Epoch 19, avg running_loss: 0.043179936707019806
Epoch 19, avg running_loss: 0.04403670132160187
Epoch 19, avg running_loss: 0.03938385099172592
Epoch 19, avg running_loss: 0.04619021713733673
Epoch 19, avg running_loss: 0.043181851506233215
Epoch 19, avg running_loss: 0.04265645146369934
Epoch 19, avg running_loss: 0.04285731166601181
Epoch 19, avg running_loss: 0.04500314220786095
Epoch 19, avg running_loss: 0.044012024998664856
Epoch 19, avg running_loss: 0.03848077729344368
Epoch 19, avg running_loss: 0.043080367147922516
Epoch 19, avg running_loss: 0.044261783361434937
Epoch 19, avg running_loss: 0.04821057990193367
Epoch 19, avg running_loss: 0.04525047168135643
Epoch 19, avg running_loss: 0.044255487620830536
Epoch 19, avg running_loss: 0.046324726194143295
Epoch 19, avg running_loss: 0.042691003531217575
Epoch 19, avg running_loss: 0.04340926930308342
Epoch 19, avg running_loss: 0.04158906638622284
Epoch 19, avg running_loss: 0.04132626950740814
Epoch 19, avg running_loss: 0.04034573584794998
Epoch 19, avg running_loss: 0.039852820336818695
Epoch 19, avg running_loss: 0.03755190595984459
Epoch 19, avg running_loss: 0.04111361876130104
Epoch 19, avg running_loss: 0.040029700845479965
Epoch 19, avg running_loss: 0.04175327345728874
Epoch 19, avg running_loss: 0.03994724899530411
Epoch 19, avg running_loss: 0.04213321954011917
Epoch 19, avg running_loss: 0.03984469175338745
Epoch 19, avg running_loss: 0.03913828358054161
Epoch 19, avg running_loss: 0.04126984253525734
Epoch 19, avg running_loss: 0.04490385204553604
Epoch 19, avg running_loss: 0.040853701531887054
